Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
Florida,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",UNKNOWN,25,Numerous dusky sharks & a 3 m to 4.6 m [10 to 15]  tiger sharks tried to overturn raft and one took Mrs. Dumas body; scavenging by shark/s,UNKNOWN,UNKNOWN,Invalid
Ysabel Island,Spearing fish,M,30,"FATAL, right thigh, calf & foot bitten ",Y,13h00,5.5 m [18] shark
New South Wales,Surfing,M,18,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N,09h30,1.5 m [5] shark
Florida,"Spearfishing, pulled shark’s tail",M,16,Minor injury to left forearm  PROVOKED INCIDENT,N,13h30,"Nurse shark, 1.2 m [4] "
Santo Domingo,"Swimming, when caught in heavy seas",M,UNKNOWN,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y,UNKNOWN,8 sharks
Eastern Caroline Islands,Spearfishing,M,26,Upper left arm bitten,N,08h00,Tiger shark
Florida,Bathing,M,14,"Left forearm bitten, surgically amputated?",N,Late afternoon,UNKNOWN
Mississippi,"Fishing, on charter boat Silver Dollar",M,24,"Cuts on right hand, PROVOKED INCIDENT",N,UNKNOWN,1.2 m [4] shark
UNKNOWN,63 fishing boat Sno Bay foundered,UNKNOWN,UNKNOWN,No survivors & a body sighted could not be recovered because of sharks,Y,UNKNOWN,UNKNOWN
San Blas coast,"Seining for bait, standing in chest-deep water",M,UNKNOWN,"FATAL, foot nearly severed ",Y,UNKNOWN,UNKNOWN
Thessaly,Swimming,F,42,FATAL,Y,16h30,"White shark, 3 m "
Central Province,Fishing,M,30,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,Morning,1.8 m [6] shark
California,Swimming,M,UNKNOWN,3 lacerations below right knee,UNKNOWN,UNKNOWN,Shark involvement not confirmed
Luzon Island,"Boat, with 42 passengers onboard, capsized in rough seas",UNKNOWN,UNKNOWN,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y,UNKNOWN,UNKNOWN
New South Wales,Fishing,M,UNKNOWN,Foot lacerated by netted shark PROVOKED INCIDENT,N,UNKNOWN,Grey nurse shark
US Virgin Islands,Swimming,M,25,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,13h50,"Hand found in gut of 2.9 m to 3.3 m [97"" to 1011""] Galapagos shark, C. galapagensis"
KwaZulu-Natal,Swimming,M,15,Buttock bitten,N,12h45,UNKNOWN
Western Australia,"Surfing on ""chest board"" (boogie board?)",M,25,Arm bitten,N,UNKNOWN,1.8 m to 2.4 m  [6 to 8] shark
Hawaii,Surfing ,M,15,Left foot & leg bitten,N,14h00,3.7 to 4.5 m [12 to 15] shark seen in vicinity
Hawaii,Washed into sea while picking opihi,M,UNKNOWN,"May have drowned prior to shark involvement, partial remains recovered",UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
Bougainville (North Solomons),The 500-ton coastal trader Polurrian foundered ,M,UNKNOWN,FATAL,Y,Night,UNKNOWN
New Ireland Province,Swimming,M,UNKNOWN,Right shoulder bitten,N,11h00,UNKNOWN
New South Wales,Spearfishing,M,18,Left leg lacerated,N,Afternoon,"Bronze whaler shark, 3 m [10] "
Lomaiviti  Island Group,Spearfishing,M,28,Left arm bitten,N,10h00,"White shark, 2.1 m [7] "
Rodrigues,UNKNOWN,M,24,Laceration to right forearm,N,UNKNOWN,UNKNOWN
Florida,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,UNKNOWN,Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
UNKNOWN,Freediving,M,41,Hand & arm severely lacerated,N,UNKNOWN,UNKNOWN
New South Wales,Wading,F,32,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,13h30,"Tooth fragments of “whaler” shark were recovered, a bull shark, according to Edwards"
New South Wales,Swimming,M,25,"9 shark in area when he disappeared, body not recovered",UNKNOWN,16h30,Shark involvement prior to death was not confirmed
Western Cape Province,Fishing ,UNKNOWN,UNKNOWN,"No injury to occupant, shark leapt inside boat",N,UNKNOWN,193-lb shark
North Island,Fishing,UNKNOWN,14,Minor lacerations to hand and arm after he seized the sharks tail PROVOKED INCIDENT,N,Afternoon,"Grey nurse shark, 1.8 m [6] "
Eastern Cape Province,Fishing,M,UNKNOWN,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,UNKNOWN,<1.5 m shark
KwaZulu-Natal,"Free diving, hunting crayfish",M,27,Lacerations & punctures on left  forearm,N,12h15,1 m shark
KwaZulu-Natal,Spearfishing,M,24,Lacerations to right  arm,N,16h00,"Zambesi shark, 2 m [69""] "
South Australia,Shark fishing,UNKNOWN,UNKNOWN,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,UNKNOWN,"White shark, 16, 2,312-lb "
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N,UNKNOWN,Zambesi shark
Vita Levu,UNKNOWN,UNKNOWN,UNKNOWN,No details,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Fishing for turtles,M,UNKNOWN,Fatal,Y,UNKNOWN,UNKNOWN
KwaZulu-Natal,Scuba diving,M,UNKNOWN,Captive shark bit air hose & minor lacerations on divers cheek PROVOKED INCIDENT,N,10h30,"Dusky shark, 1 m "
South Australia,Spearfishing,M,16,"FATAL, right leg bitten thigh to calf  ",Y,14h30,"White shark, 4.3 m [14] (or bronze whaler)"
Western Cape Province,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,UNKNOWN,"2 m [69""], 87.5-kg [193-lb]  shark"
New South Wales,"Spearfishing, Scuba diving",M,26,"No injury, shark bit spear & dragged diver 90",N,UNKNOWN,3 m [10] shark
Queensland,UNKNOWN,M,UNKNOWN,"Skeletonized, except for head & feet. Possible drowning / scavenging",UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
California,Spearfishing / Scuba diving (at surface),M,24,"Arm, hand, buttock, leg and thigh bitten",N,UNKNOWN,"White shark, 4.3 m to 4.9m [14 to 16]"
New South Wales,Fishing,UNKNOWN,UNKNOWN,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,UNKNOWN,3 m [10] blue whaler
UNKNOWN,Abandoning burning ship Captain George in raging seas,M,UNKNOWN,"No injury, shark bit his boot",N,06h00,UNKNOWN
KwaZulu-Natal,Spearfishing,M,30,Arm lacerated (minor injury),N,15h00,UNKNOWN
Veracruz,Wading,M,32,"FATAL, both legs bitten  ",Y,08h30,2.7 m [9] shark
Manus Island,UNKNOWN,M,26,Facial lacerations,N,UNKNOWN,UNKNOWN
South Australia,Adrift after wave swamped engine,M,UNKNOWN,"No injury to occupant, shark ""nibbled"" at boat",N,UNKNOWN,Grey nurse shark
California,"Overcome by CO fumes, fell overboard from 36 fishing cruiser & prop slashed arm",F,43,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
Pinas Bay,Sitting in shallows,M,1,"FATAL, body not recovered",Y,UNKNOWN,UNKNOWN
Grand Turk Island,Spearfishing,M,24,Left thigh & hand & speargun bitten,N,14h30," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5 to 7] "
Veracruz,Swimming,M,20,"Left arm severely bitten, surgically amputated",N,15h00,UNKNOWN
Off coast of West Africa,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,29,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y,UNKNOWN,UNKNOWN
Tyrrhenian Sea,Spearfishing with Scuba gear,M,28,"FATAL, multiple injuries to both legs  ",Y,10h20,White shark
Sharon,Fishing,M,UNKNOWN,"Details unknown, possibly a PROVOKED INCIDENT",UNKNOWN,UNKNOWN,2.5 m [8.25] shark
Antalya Province,UNKNOWN,M,UNKNOWN,No injury ,N,UNKNOWN,UNKNOWN
Northern District,Fishing,M,49,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,Midday,"""A long thin brown-colored shark"""
California,Diving for abalone,M,39,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,08h30,"Horn shar,k Heterodontus francisci, 1.2 m [4] "
Florida,UNKNOWN,UNKNOWN,UNKNOWN,"No injury to occupants, sharks tore Max Butchers life jacket & pants",N,UNKNOWN,UNKNOWN
Western Cape Province,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,12h00,4.3 m [14] shark
Texas,Surf fishing in waist-deep water,M,40,"FATAL, lower right leg bitten",Y,15h30,Unknown
New Jersey,Standing,M,24,Left thigh & hand bitten,N,UNKNOWN,1.8 m [6] shark
"New Ireland Province, Bismarck Archipelago",Spearfishing,M,UNKNOWN,"FATAL, right thigh severely bitten, right ankle lacerated ",Y,17h00,UNKNOWN
Tyrrhenian Sea,Diving,M,UNKNOWN,No injury,N,UNKNOWN,White shark
Cap Vert Peninsula,Beach seine netting,M,23,Ankle bitten,N,UNKNOWN,3.5 m shark
South Carolina,Standing,M,21,Lacerations on left foot & hand,N,UNKNOWN,1.8 m to 2.4 m [6 to 8] shark
UNKNOWN,Finning the shark,M,20,Right calf lacerated by boated shark PROVOKED INCIDENT,N,Morning,"2 m [69""] shark"
California,Fishing for albacore,M,19,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,16h30,Blue shark
Georgia,Playing in surf with his child  (9),M,41,"Cuts on fingers, hand & wrist",N,17h00,UNKNOWN
Georgia,Dived from inner-tube,M,13,Laceration on hand,N,14h10,UNKNOWN
Cyclades,UNKNOWN,UNKNOWN,UNKNOWN,No injury,UNKNOWN,UNKNOWN,Questionable incident
Florida,U.S. Airforce crewman reported missing after bailing out of jet,M,UNKNOWN,FATAL,UNKNOWN,UNKNOWN,Shark involvement not confirmed
Western Cape Province,"On a ""shark hunt""",UNKNOWN,UNKNOWN,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,21h00,2.7 m to 3 m [9 to 10] sharks
Florida,Rolled off raft,M,11,"8"" laceration on left calf",N,11h50,1.8 m [6] shark
California,Escaping from Alacatraz,M,31,2 toes bitten off ,N,night,UNKNOWN
California,Escaping from Alacatraz,M,32,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night,UNKNOWN
California,Escaping from Alacatraz,M,35,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night,UNKNOWN
Madang Province,Washing,M,UNKNOWN,"FATAL, chest & leg bitten ",Y,Midday,Possibly a bronze whaler shark
South Carolina,Standing,M,13,Thigh bitten,N,16h00,UNKNOWN
Western Australia,Fishing,UNKNOWN,UNKNOWN,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N,07h00,UNKNOWN
California,"Scuba diving, attempting to catch a captive shark",M,55,Right forearm bitten PROVOKED INCIDENT,N,13h30," Sevengill  shark, 1.2 m [4] "
Florida,Free diving,M,31,Left foot bitten,N,12h00,UNKNOWN
Florida,UNKNOWN,M,17,Bitten on leg or ankle,N,UNKNOWN,UNKNOWN
California,25-foot cabin cruiser Happy Jack sank in heavy seas,UNKNOWN,UNKNOWN,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y,UNKNOWN,UNKNOWN
Viti Levu,Fishing,UNKNOWN,UNKNOWN,"No injury, sharks rammed boat and bit outboard motor",N,UNKNOWN,UNKNOWN
Queensland,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N,UNKNOWN,"Bronze whaler shark, 3.7 m [12] "
Gaza,Swimming,M,16,"Leg bitten, surgically amputated at knee",N,10h30,UNKNOWN
KwaZulu-Natal,Wading,M,13,Left ankle & foot bitten,N,11h30,"Zambesi shark, 1.2 m [4] "
Eastern Cape Province,Fishing,UNKNOWN,UNKNOWN,Hooked shark bit boat PROVOKED INCIDENT,N,UNKNOWN,4.9 m [16]shark
"Off the Coromandel Peninsula, North Island",UNKNOWN,M,UNKNOWN,Left foot bitten by hooked shark PROVOKED INCIDENT,N,UNKNOWN,1.8 m [6] shark 
New South Wales,Fishing & spearfishing,UNKNOWN,UNKNOWN,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N,UNKNOWN,"Bronze whaler shark, 4.6 m [15] "
Madang,Swimming,M,10,"FATAL, calf bitten, other leg severed below knee",Y,Late afternoon,Possibly a bronze whaler shark
Central Province,Swimming along a row of nets,M,UNKNOWN,Torso lacerated,N,UNKNOWN,1.2 m  [4] shark
Southland,Swimming,M,15,"Mistook sharks tail for kelp & grabbed it, legs abraded by sharks fins PROVOKED INCIDENT",N,UNKNOWN,1.8 m [6] shark
Queensland,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,UNKNOWN,Middle finger of right hand lacerated,N,UNKNOWN,3.7 m [12] shark
KwaZulu-Natal,Swimming,M,22,"FATAL, calf bitten twice",Y,09h00,UNKNOWN
KwaZulu-Natal,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Y,16h20,"White shark, 3 m "
Queensland,Swimming,M,35,Shin bitten,N,14h30,60 cm  shark 
North Island,Fishing,UNKNOWN,UNKNOWN,UKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Guadalcanal Province,Swimming outside fishing net,M,UNKNOWN,"FATAL, shoulder & thigh bitten ",Y,UNKNOWN,UNKNOWN
South Island,Splashing ,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",N,16h00,1.5 m [5] shark
Gaza,UNKNOWN,M,16,UKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
New South Wales,Spearfishing,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,UNKNOWN,"Bronze whaler shark,  3m [10] "
KwaZulu-Natal,"Fishing, slipped on rocks & fell into sea",M,40,Possible drowning / post mortem scavenging by Zambesi shark,UNKNOWN,13h10,Shark involvement prior to death was not confirmed
South Island,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N,UNKNOWN,"Said to involve a 4.9 m [16] ""red shark"""
North Island,Spearfishing,M,44,Shark struck him on shoulder injuring skin under suit,N,12h00,UNKNOWN
California,Spearfishing / Scuba diving (at surface),M,29,Buttock bitten & major leg wound,N,10h30,"White shark, 4 m [13] "
New South Wales,Spearfishing,UNKNOWN,UNKNOWN,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N,UNKNOWN," Grey nurse shark,  3 m [10] "
New South Wales,Surfing,M,19,Dorsum of foot lacerated & toe severed,N,13h30,"Bronze whaler shark, 2.1 m [7] shark"
South Australia,Fishing,UNKNOWN,UNKNOWN,"No injury to occupant, shark bit propeller & lifted boat several feet",N,UNKNOWN,Said to involve a Grey nurse shark 3.7 m [12] 
"10ºS, 142ºE",Spearfishing,M,24,Left leg & buttocks bitten,N,12h00,White shark
South Island,Surf fishing,F,54,Right foot lacerated ,N,18h00,"36""  shark"
South Australia,Fishing for sharks,UNKNOWN,UNKNOWN,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N,UNKNOWN,White shark
New South Wales,Swimming,M,25,"Remains recovered from 10 shark, but shark involvement prior to death unconfirmed",UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
Queensland,Rowing,UNKNOWN,UNKNOWN,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N,UNKNOWN,UNKNOWN
New South Wales,Surfing,UNKNOWN,UNKNOWN,"No injury, shark bumped board flipping him into the water",N,UNKNOWN,UNKNOWN
Western Cape Province,Fishing,UNKNOWN,UNKNOWN,Shark rammed boat 5 times & holed it,N,UNKNOWN,UNKNOWN
New South Wales,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N,UNKNOWN,2.7 m [9] shark
Kwajalein Atoll,Fishing with hand net in 2 of water,M,57,"2.5"" laceration on right hand",N,13h00,1.8 m [6] shark
Catalonia,Dangling feet in the water,F,UNKNOWN,Feet severed,N,UNKNOWN,UNKNOWN
East Flores,UNKNOWN,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Australia,Diving,M,UNKNOWN,Right leg bitten,N,UNKNOWN,UNKNOWN
Queensland,Standing,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,16h15,3 m [10] shark
Queensland,Standing,M,24,"Hand bitten, surgically amputated",N,16h15,3 m [10] shark
KwaZulu-Natal,Treading water,M,18,Lower right leg & ankle bitten,N,16h50,Zambesi shark
Western Australia,Spearfishing,M,23,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N,07h00,"Grey nurse shark, 2.4 m [8] "
South Australia,"Fishing, hauling in a 5-lb snapper",UNKNOWN,UNKNOWN,No injury to occupant; shark leapt into boat,N,UNKNOWN,2.7 m [9] shark
Gaza,Bathing,M,20,His left leg was severely bitten,N,16h00,UNKNOWN
Queensland,"Surfing, pushing board ashore",M,22,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,06h15,Next morning a 3 m [10] shark was caught that had Andrews leg in its gut
Torres Strait,Swimming with other crew near wharf,M,17,Right thigh and leg lacerated,N,14h00,1.8 m [6] shark
Guerrrero,UNKNOWN,UNKNOWN,UNKNOWN,"Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging",UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
Western Luzon Island,Gathering shells,M,UNKNOWN,Right leg severed,N,UNKNOWN,UNKNOWN
Florida,Swimming,M,45,"Skeletonized, but shark involvement may have occurred after death.",UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
Shefa Province,Paddling outrigger canoe,M,UNKNOWN,"No injury to occupant, canoe  bitten & overturned by shark",N,UNKNOWN,Two sharks teeth recovered from canoe
Florida,UNKNOWN,M,45,"FATAL. His body washed ashore, presumed shark attack",Y,UNKNOWN,UNKNOWN
Florida,UNKNOWN,M,16,Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT,N,16h30,UNKNOWN
Primorje-Gorski Kotar County ,Swimming,M,19,"FATAL, hand severed & legs bitten  ",Y,Early afternoon,White shark
UNKNOWN,Fishing,M,42,PROVOKED INCIDENT Right hand severed by hooked shark,N,07h00,UNKNOWN
165  miles from Bermuda,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,Right shoulder blade  & back lacerated,N,06h00,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer"
25 km off the coast of Iran & 483km from mouth of Persian Gulf,"Free diving, surveying a pipeline & examing cathodes under jetty",M,UNKNOWN,"3"" cut on sole of foot",N,10h30,1.5 m to 1.8 m  [5 to 6] shark
Venice Province,Fishing,M,UNKNOWN,Left foot & right hand bitten by netted shark PROVOKED INCIDENT,N,UNKNOWN,1 m shark
Western Australia,Attaching a line at sea,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed,UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
California,Swimming,M,16,"Foot, leg  & groin lacerated",N,UNKNOWN,"White shark, 4 m [13] "
South Carolina,Wading,M,19,"Right arm bitten. Left leg bitten, surgically amputated ",N,08h00,White shark
UNKNOWN,Spearfishing,M,22,Right hand lacerated,N,11h00,"Blacktip shark, 1.8 m to 2.1 m [6 to 7] "
Hawaii,"Net fishing, picking catch from the net",M,38,Hand bitten,N,17h30,2.4 m [8] shark
Sandaun Province,"Fishing, two large sharks passed. He speared one and it bit him",M,UNKNOWN,Thigh lacerated PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
New York,Spearfishing,M,57,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N,14h30,"43"" shark"
Anatolia,Swimming,M,16,Left leg injured,N,UNKNOWN,UNKNOWN
Queensland,Shark fishing,UNKNOWN,UNKNOWN,"No injury to occupant, hooked shark bit boats rudder PROVOKED INCIDENT",N,UNKNOWN,"White shark, 5.2 m [17], 2500-lb "
Adriatic Sea,Spearfishing,M,21,Foot bitten,N,14h00,"White shark, 4.5 m "
UNKNOWN,Fishing (trolling)  from canoe,M,10,"FATAL, hooked shark pulled him into the water PROVOKED INCIDENT",Y,UNKNOWN,UNKNOWN
Florida,Scuba diving & spearfishing ,M,23,"FATAL, arm severed & left side of torso removed ",Y,09h30,UNKNOWN
Florida,Standing,M,25,Lacerations to left leg,N,Afternoon,UNKNOWN
Florida,Spearfishing on Scuba,M,UNKNOWN,"No injury to diver or occupants of the boat, shark butted boat ",N,UNKNOWN,Hammerhead shark
East New Britain Province,Spearfishing,M,UNKNOWN,Minor injuries to arm,N,UNKNOWN,UNKNOWN
"Admiralty Islands, Manus Province","Fishing, speared shark upset canoe & man fell in water",M,19,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",N,UNKNOWN,2.7 m [9]shark
California,Free diving for abalone,M,20,"No injury, wetsuit bitten",N,UNKNOWN,White shark
