Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,,
New South Wales,,M,47,Foot lacerated Recorded as PROVOKED INCIDENT,N,Early morning,"""Blue whaler"" (Galeolamna)",,
KwaZulu-Natal,Wading & pushing dinghy toward  the shallows,M,35,Left thigh lacerated,N,Afternoon,1.5 m to 1.8m [5' to 6'] shark,,
Florida,Surfing,M,20,Foot lacerated,N,Afternoon,,,
Florida,Treading water,M,28,No injury,,Night,Invalid,,
Florida,Surfing,M,17,Foot lacerated,N,13h30,,,
Western Australia,Swimming,F,14,Thigh lacerated,N,Late afternoon,,,
North Island,Picking up shark by the tail,F,,Wrist bitten PROVOKED INCIDENT,N,,3' shark,,
South Australia,Spearfishing,M,26,"No injury, speargun bitten",N,18h30,"Bronze whaler shark, 3 m [10'] ",,
New South Wales,,,,Survived,N,,,,
,Diving,,24,No injury,N,,,,
Morobe Province,Swimming,,13,FATAL,Y,17h30,,,
Limón Province,Swimming after his canoe capsized,M,,FATAL,Y,,,,
Florida,Diving,,,"Recovered, said to involve a 1m nurse shark",,13h00,Questionable incident,,
Florida,Surfing,,,,,17h00,Questionable incident,,
Western Cape Province,Surfing,M,22,Right ankle & foot bitten,N,14h00,1.5 m to 1.8 m [5' to 6'] shark,,
Central Province,Spearfishing,M,32,No injury,,,Questionable incident,,
,,M,27,Arm lacerated,N,09h00,,,
Victoria,Swimming,M,59,"FATAL, presumed taken by a shark, body not recovered",Y,A.M.,,,
,,M,,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",N,,,,
New South Wales,Freediving,M,15,Recorded as PROVOKED INCIDENT,N,,Grey nurse shark,,
Queensland,,M,18,Arm lacerated,N,,Grey nurse shark,,
,Freediving,M,21,Hand lacerated by speared shark PROVOKED INCIDENT,N,Morning,,,
Rombion Province,Sinking of the M/V Mindoro during a typhoon,,,Passengers taken by sharks,Y,,,,
KwaZulu-Natal,,F,,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger shark’s gut ",,,Shark involvement prior to death was not confirmed,,
Veracruz,Swimming,,,FATAL,Y,,,,
Florida,Standing on sandbar,M,19,Left foot bitten,N,16h30,small blacktip shark,,
,Swimming,M,17,Arm & leg bitten,N,,,,
Hawaii,Boat capsized between O'ahu & Molokai,M,,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,,,Shark involvement prior to death was not confirmed,,
Brindisi Province,Scuba diving,M,21,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",,,2 m shark,,
New Ireland Province,Diving,,,"No details, listed as PROVOKED INCIDENT",UNKNOWN,,,,
Florida,Spearfishing,,,Survived,N,14h30,,,
New Ireland Province,Spearfishing,M,,FATAL,Y,,,,
New Ireland Province,Spearfishing,M,23,FATAL,Y,,3.7 m [12'] shark,,
California,Pulling shark from the water,M,24,Nipped on shoulder by captive shark PROVOKED INCIDENT,N,14h30,5' blue shark,,
Kagawa Prefecture,,M,19,FATAL,Y,14h30,,,
Liguria,Spearfishing on Scuba,M,,Minor injuries to face & forearm,N,,,,
Western Australia,"Spearfishing, dived to pick up a float line",M,23,"FATAL, ""bitten in two""",Y,11h00,White shark,,
Hamilton,Floating,F,19,Right foot abraded & lacerated,N,16h00,,,
,,M,,3 fingers were bitten by a shark,N,,,,
New South Wales,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,? & 19,"Disappeared, no trace of men or equipment, shark attack considered",,Night,Shark involvement prior to death was not confirmed,,
Florida,Spearfishing,M,15,Shark grasped thigh,N,14h30,"Nurse shark, 106 cm, 28-lb, male ",,
Out Islands,Photographing sharks underwater using Scuba,M,41,"No injury, shark struck camera",N,Early afternoon,1.5 m to 1.8 m [5' to 6'] sandbar shark,,
Cap Vert Peninsula,Beach seine netting,M,,Ankle bitten,N,04h00,1.8 m shark,,
Florida,Snorkeling,M,20,Foot lacerated,N,Afternoon,,,
Mugla Province,Spearfishing,M,36,FATAL,Y,13h40,,,
South Carolina,Surfing,M,18,Incident not confirmed,,16h30,Questionable incident,,
Florida,Spearfishing,M,26,"After shark was speared & hit on head, it bit the diver’s foot  PROVOKED INCIDENT",N,17h30,"Nurse shark, 1 m ",,
Sicily,Fishing boat,M,,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",N,,"White shark, 4 to 5 m [13' to 16.5'] ",,
South Australia,,M,30,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,N,Morning,Bronze whaler shark,,
,Feeding a shark,M,22,Recorded as PROVOKED INCIDENT,N,Afternoon,Grey nurse shark,,
Gibraltar,Fishing,M,60,Tooth knocked out by hooked shark PROVOKED INCIDENT,N,,,,
North Island,Freediving,M,21,Abrasions to lower leg Recorded as PROVOKED INCIDENT,N,Afternoon,,,
KwaZulu-Natal,Spearfishing,M,32,"Punctures in right buttock & thigh, abrasion on right forearm",N,06h50,"White shark, 3 m [10'] ",,
Victoria,Spearfishing,M,36,Speared shark lacerated his arm PROVOKED INCIDENT,N,15h00,Grey nurse shark,,
New South Wales,Vehicle plunged over cliff into the water,,,"Fatal or scavenging by ""a pack of sharks""",,,Shark involvement prior to death was not confirmed,,
South Island,Lifesaving drill,M,21,"FATAL, seen taken by a shark ",Y,19h45,Thought to involve a white shark,,
New Britain,,M,14,Leg bitten,N,,3.7 m [12'] shark,,
Veracruz,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,,FATAL,Y,14h00,,,
Western Cape Province,Fishing for rock lobster,,,"Holed & sank boat, 1 man flung into water but ignored by the shark",N,,White shark or thresher shark,,
Western Cape Province,Spearfishing Competition,M,,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",N,,2.1 m [7'] sandtiger shark,,
Bay of Maputo,Swimming in the channel,M,31,Right leg severely lacerated,N,,,,
Victoria,Splashing,M,15,Foot bitten when he kicked shark PROVOKED INCIDENT,N,,"""sand shark""",,
Tasmania,Fishing,M,30,"6"" laceration to left forearm ",N,,2.1 m [7'] shark,,
New South Wales,Spearfishing,M,29,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N,,"Grey nurse shark, 1.5 m [5'] ",,
New South Wales,Spearfishing,M,19,Right hand lacerated,N,,"Grey nurse shark, 1.5 m [5']",,
,Wading,M,39,Thigh bitten,N,Afternoon,,,
New South Wales,Spearfishing,M,29,Right leg bitten,N,,1.8 m [6'] shark,,
,,,28,No details,UNKNOWN,,,,
New Ireland Province,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,9 months,FATAL,Y,,3.7 m [12'] shark,,
New Ireland Province,Swimming,F,13,FATAL,Y,Morning,3.7 m [12'] shark,,
New Ireland Province,Bathing,F,8,FATAL,Y,09h00,3.7 m [12'] shark,,
Queensland,"Free diving, carrying speargun",M,32,Shoulder lacerated,N,16h45,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",,
Hawaii,Fishing,M,20,Left elbow or hand bitten PROVOKED INCIDENT,N,,,,
Western Australia,Spearfishing,M,," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",,,Invalid,,
Western Australia,Spearfishing,M,,Involved a speared shark but no other details PROVOKED INCIDENT,UNKNOWN,Late afternoon,,,
Western Australia,Spearfishing,M,43,No injury,N,12h00,"Mako shark, 1.9 m [6.5'] ",,
Florida,Hunting crayfish ,M,14,Abdomen abraded when he seized shark PROVOKED INCIDENT,N,,"Nurse shark, 2.5' ",,
Bimini Islands,Diving / UW photography,M,,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",,,Invalid,,
Northern Territory,,M,,"No injury to occupant. Shark struck vessel, jamming centreboard",N,,,,
KwaZulu-Natal,Netting sharks,M,,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",,,Invalid,,
Bimini Islands,Snorkeling,F,18,"Survived, no details",N,17h00,,,
Duke of York Islands,Swimming,F,13,FATAL,Y,Midday,A pack of 6 sharks,,
Duke of York Islands,Diving into water,F,9,FATAL,Y,Midday,A pack of 6 sharks,,
Primorje-Gorski Kotar County ,Swimming,M,33,FATAL,Y,,White shark,,
,Lobster diving using Scuba,M,,"No injury, but shark struck his calf",N,17h30,1.5 m to 2.1 m  [5' to 7'] shark,,
Taranto province,Attacked shark with fists,M,21,Arm lacerated,N,,"""small shark""",,
Delaware,Spearfishing on Scuba,M,26,"No attack, no injury, shark took speared fish & approached diver closely ",,17h00,Invalid,,
Florida,Wading,M,8,"No injury, mother lifted him from the water",N,15h00,Spinner or blacktip sharks,,
Texas,Diving for sand dollars,M,16,Dorsum of right foot grazed,N,,Lemon shark or sandtiger shark,,
South Carolina,Killing a shark,M,34,"Arm bitten, PROVOKED INCIDENT",N,18h40,4' shark,,
Texas,Fishing,M,14,Lacerations to right foot,N,15h00,,,
Northern Taiwan,Swimming,M,20,"FATAL, left leg severed",Y,,,,
"Admiralty Islands, Manus Province",Swimming,F,25,FATAL,Y,,,,
Florida,Free diving,M,46,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,,07h00,Invalid,,
,,,,"No injury to occupants, sharks bit chunks from boat",N,,,,
New Jersey,Clamming,M,15,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,16h00,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",,
Florida,Fishing,M,18,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,09h00,1.2 m [4'] hammerhead shark,,
Texas,Swimming,M,18,Punctures on  thigh & buttock,N,17h00,a small shark,,
Society Islands,Fishing,M,,Arm lacerated by netted shark PROVOKED INCIDENT,N,Afternoon,,,
New South Wales,Sinking of the dredge World Atlas,M,40,FATAL,Y,Night,,,
New South Wales,Fishing,M,,Foot bitten,N,01h00,1.8 m [6'] shark,,
,Shipwreck,M,38,"FATAL, other human remains bitten by sharks, 13 people missing",Y,Dark,Believed white shark and other smaller species of sharks involved.,,
Florida,Spearfishing / Scuba diving,M,24,"White shark, 3.7 m [12']  made threat display. No injury, no attack",,14h00,Invalid,,
,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,,130 perished; 136 survived  including a man whose foot was severed by a shark,Y,,,,
Puerto Rico,Swimming,M,25,Foot lacerated,N,16h30,,,
New South Wales,Overturned skiff,M,,Survived,N,,,,
New South Wales,Fishing (big game),,,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N,,"Alleged to involve a White shark, 7.6 m [25'] ",,
Red Sea,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,,FATAL,Y,,,,
New South Wales,Treading water,M,13,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N,14h00,"White shark, 2.5 m [8.25'], an immature female, previously injured",,
Western Cape Province,Helping men land a shark,M,33,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N,Afternoon,Copper shark,,
North Sumatra,wreck of the State Oil Company ship Permina,,,Sharks said to have killed some of the 80 people lost,Y,,,,
California,Free diving / spearfishing (resting on the surface),M,29,"Hand, arm & thigh bitten",N,10h00 / 11h00,"White shark, 3 m [10'] ",,
New South Wales,Spearfishing,M,30,Buttocks bitten,N,,"Wobbegong shark, 5' ",,
,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,,,"10 survived, 51 perished. ",Y,,Shark involvement not confirmed,,
Eastern Cape Province,Standing,M,16,Right calf lacerated,N,09h00,1.5 m to 1.8 m [5' to 6'] Zambesi shark,,
Western Australia,Jumped into the water,M,43,"Lower leg nipped, arm bruised when he landed in boat",N,,76 cm [2.5'] carpet shark,,
KwaZulu-Natal,Body surfing,M,15,Lower legs bitten,N,14h00,"1.8 m to 2 m [6' to 6'9""] shark",,
North Island,Body surfing ,F,15,"FATAL, left leg bitten thigh to calf  ",Y,15h30,,,
Florida,Swimming,M,35,Thigh gashed,N,16h00,Hammerhead shark,,
California,Walking,F,15,Minor lacerations & abrasions to lower leg. ,,"""After lunch""",Shark involvement not confirmed,,
Western Australia,"Spearfishing, but standing in knee-deep water",M,40,Thigh & swim fin bitten,N,,1.8 m [6'] carpet shark,,
,Freediving,M,,No injury,N,14h00,Grey reef shark,,
South Australia,Fishing,,,No injury to occupants. Shark  gouged planks of boat,N,10h30,15' shark,,
Queensland,Fishing from 34' boat when pulled overboard by hooked shark,M,43,FATAL PROVOKED INCIDENT,Y,,4.6 m [15'] shark,,
"250 miles southwest of O'ahu, Hawaii","Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,"Left forearm bitten, surgically amputated",N,23h30,,,
Caribbean Sea,Argentine Air Force C-54,,,2 life preservers had been bitten by sharks,,07h32,Shark involvement not confirmed,,
Queensland,Surfing,M,24,Puncture wounds to right thigh,N,16h30,"Grey nurse shark, 2.4 m [8'] ",,
,The boat Caribou II sank,M,39,Survived,N,,,,
New Providence Island,Sunbathing on beach when he saw child being attacked by the shark,M,32,Right arm & right leg bitten,N,,"1.8 m [6'], 180-lb shark",,
New Providence Island,Playing in the water,F,,FATAL,Y,,"1.8 m [6'], 180-lb shark",,
West coast,"Spearfishing, shot a turtle",M,15,FATAL,Y,,2 sharks involved,,
New Britain,Wading,M,27,Toe severed,N,,,,
Madang Province,Spearing fish,M,,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N,,"""small shark""",,
East Sepik,Fishing (rod & line),M,,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N,14h00,0.9 m [3'] shark,,
Veracruz,,M,23,Leg & arm bitten,N,18h00,300-kg [662-lb] shark,,
,"Arsinoe, a French tanker",M,,"One man was lost, but he may have drowned",,,Shark involvement not confirmed,,
New Jersey,Swimming,M,15,Right thigh lacerated,N,17h30,,,
Bimini Islands,Attempting to anesthetize shark,M,,Chest bitten PROVOKED INCIDENT,N,,"Lemon shark, 0.5 m",,
Veracruz,Bathing,M,25,"FATAL, both legs severed ",Y,17h00,,,
Hamilton,,,,"No injury to occupant, shark bit boat",N,,,,
Florida,Wading,M,6,Parallel lacerations on right calf. Thought to be a barracuda bite ,,,Questionable incident,,
Florida,"Diving, retrieving film package from Titan 3C rocket",M,,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",,,Invalid,,
Veracruz,Swimming,M,38,"Right forearm severed, right leg bitten and surgically amputated",N,14h00,,,
Near Bougainville (North Solomons),Spearfishing,M,,Minor injury,N,,,,
,Treading water,M,,"FATAL, body not recovered",Y,Morning, ,,
Veracruz,Swimming,M,,"FATAL, left leg & right arm severed ",Y,12h00,,,
Veracruz,Swimming,M,,"FATAL, left arm & right leg severed ",Y,,,,
,Standing,M,,Leg bitten,N,,,,
,Diving,M,,Minor injury,N,,,,
Veracruz,Swimming,M,35,"Right arm severed, right leg bitten, not known if he survived",N,,,,
Florida,,M,49,"Thighs abraded, puncture wounds in dorsal surface of left hand",N,15h00,Bull shark,,
California,Surfing,M,19,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,,16h00,Invalid,,
Florida,Spearfishing,M,28,Left hand severely lacerated,N,11h00,"White shark, 10' to 12' ",,
Western Caroline Islands,Walking on reef,M,8,Right leg bitten,N,15h30,"Tiger shark, tooth fragment recovered",,
Florida,Paddling on surfboard,M,17,Left hand punctured & lacerated,N,07h15,Blacktip or spinner shark,,
Puerto Rico,Aircraft exploded,M,,"All 16 onboard perished, recovery efforts hampered by sharks",,11h30,Shark involvement prior to death was not confirmed,,
Florida,Free diving,M,16,Survived,N,13h30,Mako shark,,
KwaZulu-Natal,Treading water,M,25,"Abdomen, buttock, thigh, arm & hand bitten",N,15h00 or 15h45,"1.8 m [6'], 136-kg [300-lb] shark ",,
Massachusetts,Scuba diving,M,18,Punctures on left thigh,N,14h30,1.2 m [4'] shark,,
California,Motor boat Rebel Belle lost,M,21,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",,,Shark involvement prior to death was not confirmed,,
KwaZulu-Natal,Paddling rescue ski,M,22,"No injury, ski bitten",N,13h00,"White shark, 3.7 m [12'] ",,
KwaZulu-Natal,Body surfing,M,20,Right thigh punctured,N,16h40,,,
Victoria,Swimming,M,,Thigh gashed,N,,1.5 m [5'] shark,,
Central Province,Free diving,M,30,FATAL,Y,,4.9 m [16'] whaler,,
Texas,Dangling feet in the water,M,13,Foot bitten,N,,,,
California,Surfing,M,Teen,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N,,,,
Florida,Collecting marine specimens,M,,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N,,"Nurse shark, 0.94 m to 1.2 m [3' to 4'] ",,
East of the Gulf of Aqaba,Standing in waist-deep water,M,,Leg bitten three times,N,,Small shark with white-tipped dorsal fin,,
,"Spearfishing, but standing in the water",M,25 to 35,Ankle and thigh bitten; shark made three strikes,N,,"1.5 m to 2.1 m [5' to 7'] shark, possibly a mako shark",,
Malampa Province,,M,,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,Y,,,,
Eastern Cape Province,Bather,,,No details,,,Questionable incident,,
Eastern Cape Province,Swimming,M,19,"Hand, ankle & calf lacerated",N,17h00,Raggedtooth shark ,,
Bougainville (North Solomons),,M,,Thigh severely lacerated,N,,,,
New South Wales,Fishing,,,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N,10h30,4.6 m [15'] shark,,
Bougainville (North Solomons),"Canoe swamped, swimming back to canoe",M,28,Survived,N,Late afternoon,2.1 m [7'] shark,,
Coast Province,Fishing with hand line tied to wrist & was pulled into the water,M,10,FATAL,Y,,,,
Victoria ,Free diving with seals,M,25,Left leg severed,N,14h30,"White shark, 2.4 m [8'] ",,
Queensland,Swimming out to rescue swimmers in difficulty,M,29,FATAL,Y,13h30,,,
New South Wales,"Filming underwater, carrying powerhead",M,25,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N,,"White shark, 2.7 m [9'1""], 750-lb ",,
Puerto Rico,Longline fishing,,,"No injury to occupant, shark bit propeller of outboard motor",N,18h00,Mako shark,,
KwaZulu-Natal,Surf fishing,M,,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N,,,,
Florida,Boat Miss Becky  sank 12 miles from shore,,,"No injury to occupants, drove sharks away with paddles",,Night,Invalid,,
Western Australia,"Surfing, but swimming to his board",M,19,Abrasions & 11 teethmarks on right lower leg,N,09h30,"Grey nurse shark, 1.8 m [6']",,
,Spearfishing,M,24,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",,11h00,Shark involvement prior to death was not confirmed,,
Northern Taiwan,Swimming,M,32,FATAL,Y,14h00,,,
Northern Taiwan,Swimming,M,20,Right thigh &  elbow bitten,N,13h30,1.8 m [6'] shark,,
Florida,Swimming,M,14,Bruised & abraded ankle,N,14h30,,,
Guerrero,Floating on his back in an inner tube,M,19,Right thigh bitten,N,14h00,1.8 to 2.4 m [6' to 8'] shark,,
Florida,Spearfishing / free diving,M,18,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,,11h30,Invalid,,
Florida,Swimming,M,,"No injury,  bumped repeatedly",N,11h30,3' shark,,
Florida,Spearfishing using scuba,M,28,"No injury, shark hit scuba tank",N,12h00,Hammerhead shark,,
Okayama Prefecture,Swimming,M,12,"Leg bitten, surgically amputated",N,,,,
San Blas,Free diving / Spearfishingat edge of reef,M,21,Foot lacerated,N,,Less than 1.2 m [4'],,
Puerto Rico,,M,22,Arm lacerated by speared shark PROVOKED INCIDENT,N,11h00,Nurse shark,,
